order_id,customer,unit_price,quantity,orderdate,employee_id
16,"Mason, Cardenas and Ward",3.0,8,2002-09-10,19
16,"Mason, Cardenas and Ward",17.75,12,2002-09-10,19
17,Vasquez-Williams,4.5,8,2011-01-14,58
17,Vasquez-Williams,22.0,6,2011-01-14,58
18,Olsen and Sons,19.5,12,1993-06-28,66
18,Olsen and Sons,13.25,12,1993-06-28,66
18,Olsen and Sons,19.75,11,1993-06-28,66
18,Olsen and Sons,9.25,8,1993-06-28,66
19,"Mason, Cardenas and Ward",3.5,12,2014-04-12,51
19,"Mason, Cardenas and Ward",21.25,6,2014-04-12,51
19,"Mason, Cardenas and Ward",5.25,5,2014-04-12,51
19,"Mason, Cardenas and Ward",14.25,7,2014-04-12,51
19,"Mason, Cardenas and Ward",22.25,4,2014-04-12,51
19,"Mason, Cardenas and Ward",3.25,12,2014-04-12,51
20,Miller-Carter,4.5,8,2012-12-19,42
20,Miller-Carter,19.0,5,2012-12-19,42
20,Miller-Carter,22.25,14,2012-12-19,42
20,Miller-Carter,3.5,7,2012-12-19,42
20,Miller-Carter,6.5,13,2012-12-19,42
20,Miller-Carter,12.0,6,2012-12-19,42
21,Whitehead Group,17.25,9,2008-01-02,99
21,Whitehead Group,16.0,9,2008-01-02,99
21,Whitehead Group,11.5,13,2008-01-02,99
22,"Norton, Lin and Kelly",5.5,14,2018-12-06,3
22,"Norton, Lin and Kelly",9.75,7,2018-12-06,3
22,"Norton, Lin and Kelly",21.5,8,2018-12-06,3
23,Taylor Inc,10.0,6,2003-08-31,20
23,Taylor Inc,10.5,8,2003-08-31,20
23,Taylor Inc,12.5,9,2003-08-31,20
23,Taylor Inc,15.5,12,2003-08-31,20
23,Taylor Inc,16.5,11,2003-08-31,20
23,Taylor Inc,6.5,7,2003-08-31,20
24,"Alexander, Smith and Bartlett",6.0,10,2018-05-19,62
24,"Alexander, Smith and Bartlett",13.75,12,2018-05-19,62
24,"Alexander, Smith and Bartlett",8.5,9,2018-05-19,62
24,"Alexander, Smith and Bartlett",15.0,10,2018-05-19,62
24,"Alexander, Smith and Bartlett",4.25,16,2018-05-19,62
24,"Alexander, Smith and Bartlett",11.0,8,2018-05-19,62
25,"Williams, Hughes and Bailey",3.0,16,2009-09-26,86
25,"Williams, Hughes and Bailey",18.0,10,2009-09-26,86
25,"Williams, Hughes and Bailey",12.0,4,2009-09-26,86
25,"Williams, Hughes and Bailey",21.75,11,2009-09-26,86
25,"Williams, Hughes and Bailey",15.5,10,2009-09-26,86
26,"Hernandez, Rhodes and Curtis",14.0,6,1994-04-28,69
26,"Hernandez, Rhodes and Curtis",23.5,15,1994-04-28,69
26,"Hernandez, Rhodes and Curtis",5.75,10,1994-04-28,69
26,"Hernandez, Rhodes and Curtis",15.25,12,1994-04-28,69
26,"Hernandez, Rhodes and Curtis",3.75,9,1994-04-28,69
27,Norman-Briggs,7.0,9,1993-08-11,13
27,Norman-Briggs,8.75,6,1993-08-11,13
27,Norman-Briggs,18.5,9,1993-08-11,13
27,Norman-Briggs,9.75,11,1993-08-11,13
28,Kelly-Wright,3.5,10,2016-09-09,91
28,Kelly-Wright,18.25,8,2016-09-09,91
28,Kelly-Wright,21.25,13,2016-09-09,91
28,Kelly-Wright,23.5,9,2016-09-09,91
29,"Ruiz, Roth and Keith",2.5,13,2005-12-20,20
29,"Ruiz, Roth and Keith",16.25,11,2005-12-20,20
29,"Ruiz, Roth and Keith",14.75,9,2005-12-20,20
29,"Ruiz, Roth and Keith",20.0,12,2005-12-20,20
29,"Ruiz, Roth and Keith",21.0,11,2005-12-20,20
29,"Ruiz, Roth and Keith",24.0,12,2005-12-20,20
29,"Ruiz, Roth and Keith",16.25,9,2005-12-20,20
29,"Ruiz, Roth and Keith",9.0,7,2005-12-20,20
30,"Vega, Rivera and Elliott",22.75,15,2006-08-10,44
30,"Vega, Rivera and Elliott",22.5,8,2006-08-10,44
31,"Williams, Hughes and Bailey",22.5,8,1993-04-17,9
31,"Williams, Hughes and Bailey",2.75,6,1993-04-17,9
31,"Williams, Hughes and Bailey",22.0,13,1993-04-17,9
31,"Williams, Hughes and Bailey",22.75,11,1993-04-17,9
31,"Williams, Hughes and Bailey",21.75,14,1993-04-17,9
31,"Williams, Hughes and Bailey",17.25,10,1993-04-17,9
32,"Choi, Medina and Morse",16.0,6,2008-08-03,25
32,"Choi, Medina and Morse",16.75,17,2008-08-03,25
32,"Choi, Medina and Morse",24.5,8,2008-08-03,25
33,Ewing-Black,6.5,6,2008-12-23,32
33,Ewing-Black,3.75,12,2008-12-23,32
33,Ewing-Black,9.25,15,2008-12-23,32
33,Ewing-Black,6.75,14,2008-12-23,32
33,Ewing-Black,2.75,9,2008-12-23,32
34,"Norton, Lin and Kelly",11.0,6,1994-06-27,59
34,"Norton, Lin and Kelly",17.25,12,1994-06-27,59
34,"Norton, Lin and Kelly",22.25,9,1994-06-27,59
34,"Norton, Lin and Kelly",15.5,13,1994-06-27,59
34,"Norton, Lin and Kelly",12.25,12,1994-06-27,59
35,Whitehead Group,22.0,9,2017-06-25,11
35,Whitehead Group,25.0,13,2017-06-25,11
35,Whitehead Group,9.75,10,2017-06-25,11
35,Whitehead Group,21.75,12,2017-06-25,11
35,Whitehead Group,16.25,6,2017-06-25,11
36,Wood Group,25.0,8,2016-03-09,55
36,Wood Group,16.5,14,2016-03-09,55
36,Wood Group,20.0,9,2016-03-09,55
36,Wood Group,23.5,13,2016-03-09,55
37,"Hernandez, Rhodes and Curtis",24.0,11,1998-09-16,11
38,Martinez and Sons,16.25,8,1998-02-17,54
38,Martinez and Sons,19.0,13,1998-02-17,54
38,Martinez and Sons,15.25,10,1998-02-17,54
38,Martinez and Sons,20.0,8,1998-02-17,54
38,Martinez and Sons,24.75,8,1998-02-17,54
38,Martinez and Sons,20.25,3,1998-02-17,54
38,Martinez and Sons,16.25,9,1998-02-17,54
38,Martinez and Sons,6.0,17,1998-02-17,54
38,Martinez and Sons,13.25,7,1998-02-17,54
39,Velasquez-Alvarez,7.5,9,2013-10-07,58
39,Velasquez-Alvarez,20.0,8,2013-10-07,58
39,Velasquez-Alvarez,21.5,15,2013-10-07,58
39,Velasquez-Alvarez,14.5,14,2013-10-07,58
39,Velasquez-Alvarez,11.75,9,2013-10-07,58
39,Velasquez-Alvarez,3.0,7,2013-10-07,58
40,Velasquez-Alvarez,4.5,8,1992-05-30,85
40,Velasquez-Alvarez,3.5,6,1992-05-30,85
41,Tucker Ltd,13.0,13,2001-05-30,70
41,Tucker Ltd,7.0,5,2001-05-30,70
41,Tucker Ltd,7.25,10,2001-05-30,70
41,Tucker Ltd,6.5,7,2001-05-30,70
41,Tucker Ltd,10.5,10,2001-05-30,70
41,Tucker Ltd,23.0,10,2001-05-30,70
41,Tucker Ltd,12.25,6,2001-05-30,70
41,Tucker Ltd,6.5,6,2001-05-30,70
42,"Coffey, Stephens and Ortiz",4.75,13,2003-05-06,65
42,"Coffey, Stephens and Ortiz",21.0,9,2003-05-06,65
42,"Coffey, Stephens and Ortiz",16.75,12,2003-05-06,65
43,Morris-Adams,5.5,14,1999-12-28,64
43,Morris-Adams,11.0,11,1999-12-28,64
43,Morris-Adams,14.75,8,1999-12-28,64
43,Morris-Adams,23.75,12,1999-12-28,64
43,Morris-Adams,9.75,12,1999-12-28,64
43,Morris-Adams,4.75,8,1999-12-28,64
43,Morris-Adams,23.75,20,1999-12-28,64
43,Morris-Adams,21.75,7,1999-12-28,64
44,Rush and Sons,3.0,5,2014-03-18,85
44,Rush and Sons,13.75,7,2014-03-18,85
44,Rush and Sons,14.5,7,2014-03-18,85
44,Rush and Sons,7.5,13,2014-03-18,85
44,Rush and Sons,2.5,7,2014-03-18,85
44,Rush and Sons,12.5,9,2014-03-18,85
44,Rush and Sons,13.75,12,2014-03-18,85
45,"Rivera, Bautista and Carter",14.0,14,2007-10-08,11
45,"Rivera, Bautista and Carter",18.0,5,2007-10-08,11
45,"Rivera, Bautista and Carter",5.5,5,2007-10-08,11
45,"Rivera, Bautista and Carter",17.75,12,2007-10-08,11
46,"Rivera, Bautista and Carter",13.75,9,2002-01-29,35
46,"Rivera, Bautista and Carter",12.5,9,2002-01-29,35
46,"Rivera, Bautista and Carter",13.0,13,2002-01-29,35
46,"Rivera, Bautista and Carter",4.75,12,2002-01-29,35
47,"Swanson, Guerrero and Garcia",9.0,9,2003-10-19,97
47,"Swanson, Guerrero and Garcia",5.25,13,2003-10-19,97
47,"Swanson, Guerrero and Garcia",22.5,8,2003-10-19,97
48,"Swanson, Guerrero and Garcia",5.0,15,2008-08-24,57
48,"Swanson, Guerrero and Garcia",7.0,11,2008-08-24,57
48,"Swanson, Guerrero and Garcia",7.75,9,2008-08-24,57
48,"Swanson, Guerrero and Garcia",21.0,8,2008-08-24,57
49,"Robertson, Park and Thompson",13.0,10,2019-01-20,26
49,"Robertson, Park and Thompson",15.5,7,2019-01-20,26
49,"Robertson, Park and Thompson",5.0,11,2019-01-20,26
49,"Robertson, Park and Thompson",13.0,7,2019-01-20,26
49,"Robertson, Park and Thompson",22.5,10,2019-01-20,26
50,Bautista Group,14.75,11,1996-05-29,37
50,Bautista Group,8.0,17,1996-05-29,37
50,Bautista Group,12.5,5,1996-05-29,37
50,Bautista Group,20.75,11,1996-05-29,37
50,Bautista Group,4.75,9,1996-05-29,37
50,Bautista Group,7.75,13,1996-05-29,37
50,Bautista Group,20.25,7,1996-05-29,37
51,Wood Group,13.25,9,2010-08-09,80
51,Wood Group,19.0,9,2010-08-09,80
51,Wood Group,18.0,12,2010-08-09,80
52,Hill Ltd,7.75,13,2006-02-03,26
52,Hill Ltd,20.75,13,2006-02-03,26
52,Hill Ltd,19.5,8,2006-02-03,26
53,Ewing-Black,22.0,7,2012-12-28,24
53,Ewing-Black,16.75,9,2012-12-28,24
53,Ewing-Black,22.0,7,2012-12-28,24
53,Ewing-Black,4.5,7,2012-12-28,24
53,Ewing-Black,22.0,9,2012-12-28,24
54,Guzman-Morgan,24.5,13,2012-12-17,69
54,Guzman-Morgan,19.5,3,2012-12-17,69
54,Guzman-Morgan,23.25,8,2012-12-17,69
54,Guzman-Morgan,3.25,3,2012-12-17,69
54,Guzman-Morgan,9.0,13,2012-12-17,69
55,"Hernandez, Rhodes and Curtis",12.5,11,2005-11-05,52
55,"Hernandez, Rhodes and Curtis",19.25,6,2005-11-05,52
55,"Hernandez, Rhodes and Curtis",4.75,8,2005-11-05,52
55,"Hernandez, Rhodes and Curtis",14.0,10,2005-11-05,52
56,Vasquez-Williams,14.0,8,2000-11-15,40
57,"Choi, Medina and Morse",21.25,14,2005-01-09,24
57,"Choi, Medina and Morse",8.0,14,2005-01-09,24
57,"Choi, Medina and Morse",12.25,11,2005-01-09,24
57,"Choi, Medina and Morse",12.25,10,2005-01-09,24
57,"Choi, Medina and Morse",4.75,22,2005-01-09,24
57,"Choi, Medina and Morse",23.0,12,2005-01-09,24
58,Kent Group,16.75,3,2007-11-10,34
58,Kent Group,23.0,8,2007-11-10,34
58,Kent Group,4.0,9,2007-11-10,34
58,Kent Group,15.0,11,2007-11-10,34
58,Kent Group,6.0,7,2007-11-10,34
58,Kent Group,18.75,10,2007-11-10,34
58,Kent Group,5.5,8,2007-11-10,34
59,Rush and Sons,23.0,14,1993-09-02,54
59,Rush and Sons,21.25,6,1993-09-02,54
59,Rush and Sons,6.0,9,1993-09-02,54
60,Velasquez-Alvarez,24.75,10,2008-05-06,61
60,Velasquez-Alvarez,4.0,10,2008-05-06,61
60,Velasquez-Alvarez,21.0,10,2008-05-06,61
60,Velasquez-Alvarez,5.5,9,2008-05-06,61
60,Velasquez-Alvarez,6.0,14,2008-05-06,61
60,Velasquez-Alvarez,10.5,10,2008-05-06,61
60,Velasquez-Alvarez,8.25,15,2008-05-06,61
60,Velasquez-Alvarez,7.5,11,2008-05-06,61
60,Velasquez-Alvarez,15.25,6,2008-05-06,61
61,Bauer-Brown,9.25,12,2017-08-23,20
61,Bauer-Brown,18.25,8,2017-08-23,20
61,Bauer-Brown,4.5,12,2017-08-23,20
61,Bauer-Brown,14.25,10,2017-08-23,20
61,Bauer-Brown,22.75,13,2017-08-23,20
61,Bauer-Brown,24.25,5,2017-08-23,20
62,"Chavez, Moreno and Smith",20.0,10,2005-10-05,73
62,"Chavez, Moreno and Smith",3.25,14,2005-10-05,73
62,"Chavez, Moreno and Smith",2.75,14,2005-10-05,73
62,"Chavez, Moreno and Smith",9.75,8,2005-10-05,73
63,Pittman PLC,11.5,5,1992-12-03,13
63,Pittman PLC,14.0,11,1992-12-03,13
63,Pittman PLC,20.75,7,1992-12-03,13
64,Turner-Hess,14.5,12,1992-08-03,10
64,Turner-Hess,16.0,7,1992-08-03,10
64,Turner-Hess,4.25,10,1992-08-03,10
65,"Griffin, Jones and Foster",2.75,10,1996-09-19,93
65,"Griffin, Jones and Foster",10.25,7,1996-09-19,93
65,"Griffin, Jones and Foster",10.0,11,1996-09-19,93
65,"Griffin, Jones and Foster",13.75,7,1996-09-19,93
66,Smith-Thomas,2.75,12,1995-12-25,60
66,Smith-Thomas,13.0,12,1995-12-25,60
66,Smith-Thomas,20.25,9,1995-12-25,60
66,Smith-Thomas,23.25,5,1995-12-25,60
67,Schaefer-Kirby,4.0,15,2010-09-05,84
67,Schaefer-Kirby,23.0,16,2010-09-05,84
67,Schaefer-Kirby,5.25,9,2010-09-05,84
68,Hawkins Group,4.5,7,2001-06-06,52
68,Hawkins Group,19.5,6,2001-06-06,52
68,Hawkins Group,19.25,9,2001-06-06,52
68,Hawkins Group,9.5,13,2001-06-06,52
68,Hawkins Group,21.5,6,2001-06-06,52
68,Hawkins Group,14.5,11,2001-06-06,52
68,Hawkins Group,21.25,9,2001-06-06,52
69,Kelly-Wright,8.75,13,1995-11-16,79
69,Kelly-Wright,23.5,9,1995-11-16,79
69,Kelly-Wright,21.25,9,1995-11-16,79
69,Kelly-Wright,23.0,7,1995-11-16,79
69,Kelly-Wright,16.0,7,1995-11-16,79
70,Reed-Park,8.25,15,2002-11-08,23
70,Reed-Park,17.0,5,2002-11-08,23
70,Reed-Park,15.25,8,2002-11-08,23
70,Reed-Park,22.5,10,2002-11-08,23
71,"Martin, Parker and Jones",3.25,14,1999-03-28,40
71,"Martin, Parker and Jones",14.5,8,1999-03-28,40
71,"Martin, Parker and Jones",16.25,17,1999-03-28,40
72,Sloan LLC,6.25,13,2013-08-24,84
72,Sloan LLC,14.75,9,2013-08-24,84
72,Sloan LLC,14.5,6,2013-08-24,84
72,Sloan LLC,14.0,8,2013-08-24,84
72,Sloan LLC,17.0,10,2013-08-24,84
72,Sloan LLC,14.75,9,2013-08-24,84
72,Sloan LLC,9.75,10,2013-08-24,84
73,"Lawrence, Kelley and Holloway",13.75,13,1996-10-16,49
73,"Lawrence, Kelley and Holloway",14.75,5,1996-10-16,49
73,"Lawrence, Kelley and Holloway",13.75,13,1996-10-16,49
74,"Davis, Green and Jenkins",5.25,10,1999-01-02,43
74,"Davis, Green and Jenkins",2.5,7,1999-01-02,43
74,"Davis, Green and Jenkins",20.25,3,1999-01-02,43
74,"Davis, Green and Jenkins",15.0,6,1999-01-02,43
74,"Davis, Green and Jenkins",17.25,9,1999-01-02,43
75,Taylor Inc,9.0,12,1991-01-01,77
75,Taylor Inc,3.5,12,1991-01-01,77
75,Taylor Inc,4.75,8,1991-01-01,77
75,Taylor Inc,9.25,4,1991-01-01,77
75,Taylor Inc,3.75,8,1991-01-01,77
75,Taylor Inc,15.5,10,1991-01-01,77
76,Martinez and Sons,9.25,13,1995-05-20,43
76,Martinez and Sons,13.25,9,1995-05-20,43
76,Martinez and Sons,14.25,12,1995-05-20,43
77,Cook-Anderson,2.75,14,2012-07-07,15
77,Cook-Anderson,17.5,8,2012-07-07,15
78,Jennings-Bradford,20.75,7,2000-10-02,33
78,Jennings-Bradford,21.75,5,2000-10-02,33
78,Jennings-Bradford,3.25,5,2000-10-02,33
78,Jennings-Bradford,4.0,7,2000-10-02,33
78,Jennings-Bradford,13.25,8,2000-10-02,33
78,Jennings-Bradford,7.25,19,2000-10-02,33
79,Morris-Adams,22.0,10,2010-06-27,86
79,Morris-Adams,8.0,11,2010-06-27,86
79,Morris-Adams,15.75,8,2010-06-27,86
79,Morris-Adams,24.5,8,2010-06-27,86
79,Morris-Adams,6.75,6,2010-06-27,86
79,Morris-Adams,9.0,6,2010-06-27,86
80,Reynolds PLC,23.25,5,1993-05-24,31
80,Reynolds PLC,16.75,11,1993-05-24,31
80,Reynolds PLC,6.25,6,1993-05-24,31
80,Reynolds PLC,22.25,9,1993-05-24,31
81,Drake and Sons,21.75,8,1991-07-17,13
81,Drake and Sons,5.75,9,1991-07-17,13
81,Drake and Sons,4.75,14,1991-07-17,13
81,Drake and Sons,5.0,11,1991-07-17,13
82,"Lowe, Mercado and Munoz",19.5,9,1991-11-24,35
83,"Williams, Hughes and Bailey",19.0,9,2017-06-13,19
83,"Williams, Hughes and Bailey",18.25,8,2017-06-13,19
83,"Williams, Hughes and Bailey",12.25,19,2017-06-13,19
83,"Williams, Hughes and Bailey",11.5,11,2017-06-13,19
83,"Williams, Hughes and Bailey",16.0,9,2017-06-13,19
83,"Williams, Hughes and Bailey",17.0,18,2017-06-13,19
83,"Williams, Hughes and Bailey",5.0,12,2017-06-13,19
83,"Williams, Hughes and Bailey",18.25,12,2017-06-13,19
84,Watson-Sanders,12.0,15,2013-02-15,61
84,Watson-Sanders,8.0,6,2013-02-15,61
84,Watson-Sanders,5.25,9,2013-02-15,61
84,Watson-Sanders,22.75,6,2013-02-15,61
85,Norman-Briggs,7.25,12,1998-11-10,0
85,Norman-Briggs,18.75,13,1998-11-10,0
85,Norman-Briggs,17.75,13,1998-11-10,0
86,"Norton, Lin and Kelly",17.75,5,2004-06-05,15
86,"Norton, Lin and Kelly",2.75,5,2004-06-05,15
86,"Norton, Lin and Kelly",17.75,10,2004-06-05,15
86,"Norton, Lin and Kelly",20.25,10,2004-06-05,15
86,"Norton, Lin and Kelly",21.25,11,2004-06-05,15
86,"Norton, Lin and Kelly",24.75,6,2004-06-05,15
87,Ayers-Barker,15.25,8,2000-12-30,22
87,Ayers-Barker,9.25,15,2000-12-30,22
87,Ayers-Barker,16.75,9,2000-12-30,22
87,Ayers-Barker,17.0,12,2000-12-30,22
87,Ayers-Barker,15.0,14,2000-12-30,22
87,Ayers-Barker,11.25,11,2000-12-30,22
88,"Coffey, Stephens and Ortiz",13.0,12,2001-07-26,32
88,"Coffey, Stephens and Ortiz",10.5,9,2001-07-26,32
88,"Coffey, Stephens and Ortiz",4.25,7,2001-07-26,32
88,"Coffey, Stephens and Ortiz",5.5,8,2001-07-26,32
89,Pittman PLC,21.25,14,2000-06-23,11
89,Pittman PLC,8.0,10,2000-06-23,11
89,Pittman PLC,9.0,15,2000-06-23,11
89,Pittman PLC,16.0,8,2000-06-23,11
89,Pittman PLC,11.25,8,2000-06-23,11
89,Pittman PLC,11.75,10,2000-06-23,11
89,Pittman PLC,14.5,9,2000-06-23,11
90,Barnett-Keller,12.75,5,2010-02-26,73
90,Barnett-Keller,2.5,8,2010-02-26,73
90,Barnett-Keller,9.5,14,2010-02-26,73
90,Barnett-Keller,16.25,9,2010-02-26,73
90,Barnett-Keller,24.75,6,2010-02-26,73
90,Barnett-Keller,14.25,10,2010-02-26,73
91,Watkins-Medina,22.5,12,2004-10-04,61
91,Watkins-Medina,10.0,10,2004-10-04,61
91,Watkins-Medina,25.0,9,2004-10-04,61
91,Watkins-Medina,13.0,9,2004-10-04,61
91,Watkins-Medina,20.75,6,2004-10-04,61
92,"Moore, Odonnell and Adams",10.25,10,2014-04-27,69
92,"Moore, Odonnell and Adams",23.75,10,2014-04-27,69
92,"Moore, Odonnell and Adams",19.5,7,2014-04-27,69
92,"Moore, Odonnell and Adams",20.5,11,2014-04-27,69
92,"Moore, Odonnell and Adams",16.5,7,2014-04-27,69
93,"Robertson, Park and Thompson",14.0,8,2009-08-16,58
93,"Robertson, Park and Thompson",21.25,6,2009-08-16,58
93,"Robertson, Park and Thompson",9.25,10,2009-08-16,58
93,"Robertson, Park and Thompson",14.75,11,2009-08-16,58
94,Stone Ltd,22.75,8,2013-02-22,60
94,Stone Ltd,14.5,7,2013-02-22,60
94,Stone Ltd,4.25,10,2013-02-22,60
94,Stone Ltd,16.5,8,2013-02-22,60
94,Stone Ltd,13.0,11,2013-02-22,60
95,Gonzalez Ltd,18.25,10,1995-08-29,33
95,Gonzalez Ltd,5.25,5,1995-08-29,33
95,Gonzalez Ltd,24.5,17,1995-08-29,33
95,Gonzalez Ltd,9.0,9,1995-08-29,33
95,Gonzalez Ltd,3.75,8,1995-08-29,33
95,Gonzalez Ltd,23.5,13,1995-08-29,33
95,Gonzalez Ltd,17.0,9,1995-08-29,33
95,Gonzalez Ltd,10.25,6,1995-08-29,33
96,Robertson-Jones,8.75,15,2002-10-14,22
96,Robertson-Jones,17.0,12,2002-10-14,22
96,Robertson-Jones,5.25,5,2002-10-14,22
96,Robertson-Jones,10.75,7,2002-10-14,22
96,Robertson-Jones,12.75,22,2002-10-14,22
96,Robertson-Jones,11.25,12,2002-10-14,22
97,"Coffey, Stephens and Ortiz",6.0,7,2003-06-05,53
97,"Coffey, Stephens and Ortiz",22.5,5,2003-06-05,53
97,"Coffey, Stephens and Ortiz",12.25,8,2003-06-05,53
97,"Coffey, Stephens and Ortiz",23.25,12,2003-06-05,53
97,"Coffey, Stephens and Ortiz",12.75,14,2003-06-05,53
97,"Coffey, Stephens and Ortiz",16.75,10,2003-06-05,53
97,"Coffey, Stephens and Ortiz",5.25,10,2003-06-05,53
98,"Robertson, Park and Thompson",10.5,12,1990-04-21,75
98,"Robertson, Park and Thompson",8.75,12,1990-04-21,75
98,"Robertson, Park and Thompson",3.75,6,1990-04-21,75
98,"Robertson, Park and Thompson",4.0,8,1990-04-21,75
98,"Robertson, Park and Thompson",4.75,11,1990-04-21,75
98,"Robertson, Park and Thompson",16.5,5,1990-04-21,75
98,"Robertson, Park and Thompson",7.0,8,1990-04-21,75
98,"Robertson, Park and Thompson",22.25,8,1990-04-21,75
98,"Robertson, Park and Thompson",25.0,5,1990-04-21,75
98,"Robertson, Park and Thompson",20.25,7,1990-04-21,75
99,Patterson-Vega,16.5,8,1999-11-02,55
99,Patterson-Vega,10.25,8,1999-11-02,55
99,Patterson-Vega,6.5,6,1999-11-02,55
99,Patterson-Vega,12.0,9,1999-11-02,55
100,Ewing-Black,9.75,9,2010-04-20,25
100,Ewing-Black,4.5,9,2010-04-20,25
100,Ewing-Black,6.75,13,2010-04-20,25
100,Ewing-Black,21.25,11,2010-04-20,25
100,Ewing-Black,4.25,6,2010-04-20,25
